%dados de avaliacoes spam e nao spam de lugares do Apontador

@relation 'apontador'
@attribute qLikes_tip real
@attribute qAbuse_tip real
@attribute qPlaces_usr real
@attribute qTips_usr real
@attribute qPhotos_usr real
@attribute qClicks_plc real
@attribute qTips_plc real
@attribute rating_plc real
@attribute qThumbsdown_plc real
@attribute qThumbsup_plc real
@attribute simil_avg_tip real
@attribute simil_max_tip real 
@attribute simil_min_tip real
@attribute simil_median_tip real
@attribute simil_sd_tip real
@attribute qUnigram_avg_tip real
@attribute qUnigram_avg_fraction_tip real
@attribute qBigram_avg_tip real
@attribute qBigram_avg_fraction_tip real
@attribute qTrigram_avg_tip real
@attribute qTrigram_avg_fraction_tip real
@attribute qSpamWords_tip real
@attribute qCapitalChar_tip real
@attribute qNumeriChar_tip real
@attribute qPhone_tip real
@attribute qEmail_tip real
@attribute qURL_tip real
@attribute qContacts_tip real
@attribute qWords_tip real
@attribute qCapitalWords_tip real
@attribute dist_avg_usr real 
@attribute dist_max_usr real
@attribute dist_min_usr real
@attribute dist_median_usr real
@attribute dist_sd_usr real
@attribute qOffensWords_tip real
@attribute hasOffensWords_tip real
@attribute clust_gph real
@attribute recip_gph real
@attribute indeg_gph real
@attribute outdeg_gph real
@attribute followers_followees_gph real
@attribute degree_gph real
@attribute betwee_gph real
@attribute assort_inin_gph real
@attribute assort_inout_gph real
@attribute assort_outin_gph real
@attribute assort_outout_gph real
@attribute pagerank_gph real
@attribute qAreas_usr real
@attribute focus_area_usr real
@attribute entropy_usr real
@attribute sentiwordnet_tip real
@attribute emoticons_tip real
@attribute panast_tip real
@attribute sasa_tip real
@attribute senticnet_tip real
@attribute happinessindex_tip real
@attribute sentistrength_tip real
@attribute combined_tip real
@attribute class1 {spam, notspam}
@attribute class2 {notspam, marketer, pollution, badmouthing}

@data
0.0001,0.0001,0.0001,2.0,0.0001,99.933,17.0,4.0,150.0,124.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,10.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1,1.0,0.0001,-0.396456154496,1e-05,1e-05,-0.396456154496,-0.0847777777778,1e-05,-0.666666666667,-0.223778645738,spam,pollution
1.0,0.0001,0.0001,2.0,0.0001,99.933,17.0,4.0,150.0,124.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,0.0001,0.0001,1.0,0.0001,1.0,14.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1,1.0,0.0001,0.431112291034,1e-05,1e-05,0.431112291034,-0.0166,0.1675,1e-05,0.135462654363,spam,pollution
0.0001,0.0001,0.0001,11.0,0.0001,1.054,7.0,5.0,32.0,26.0,0.0608029878618,0.285714285714,0.0001,0.031746031746,0.0837675011486,0.909090909091,0.0909090909091,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7.0,0.0001,194.3179,963.52,0.0001,1.231,384.610154391,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,2,0.909090909091,0.439496986922,-0.429816230668,1e-05,1e-05,-0.429816230668,0.1084,1e-05,0.75,0.0199516876206,spam,pollution
1.0,0.0001,0.0001,11.0,0.0001,1.054,7.0,5.0,32.0,26.0,0.00588235294118,0.0588235294118,0.0001,0.0001,0.0176470588235,0.909090909091,0.113636363636,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,0.0001,194.3179,963.52,0.0001,1.231,384.610154391,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,2,0.909090909091,0.439496986922,1e-05,1e-05,1e-05,1e-05,0.01075,1e-05,1e-05,0.0014387681902,spam,pollution
4.0,0.0001,0.0001,11.0,0.0001,1.054,7.0,5.0,32.0,26.0,0.0528230676329,0.260869565217,0.0001,0.0001,0.0876982934997,0.909090909091,0.0909090909091,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7.0,0.0001,194.3179,963.52,0.0001,1.231,384.610154391,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,2,0.909090909091,0.439496986922,1e-05,1e-05,1e-05,1e-05,0.107833333333,0.4925,0.75,0.20131177837,spam,pollution
0.0001,0.0001,0.0001,11.0,0.0001,1.265,3.0,5.0,12.0,9.0,0.0278339126117,0.11320754717,0.0001,0.0001,0.0377425687069,0.909090909091,0.03367003367,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,29.0,0.0001,194.2892,963.52,0.0001,1.231,384.552761105,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,2,0.909090909091,0.439496986922,-0.700691328169,1e-05,1e-05,-0.700691328169,0.110066666667,0.47375,0.75,0.0122251722455,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,8.981,8.0,2.0,86.0,72.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,0.323127703606,1e-05,1e-05,0.323127703606,0.00966666666667,1e-05,1e-05,0.0874567484576,spam,pollution
0.0001,0.0001,0.0001,6.0,0.0001,7.678,0.0001,0.0001,20.0,14.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0119047619048,0.0001,0.0001,0.0001,0.0001,2.0,190.0,30.0,2.0,1.0,0.0001,3.0,85.0,23.0,1.1658,3.764,0.0001,0.282,1.41661263583,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,1.0,0.0001,467.0,655.0,467.0,655.0,6.4628802072e-06,1,1.0,0.0001,1e-05,1e-05,1e-05,1e-05,0.0214814814815,0.4925,0.75,0.189754541383,spam,marketer
0.0001,0.0001,0.0001,6.0,0.0001,121.0,1.0,5.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0119047619048,0.0001,0.0001,0.0001,0.0001,2.0,194.0,30.0,2.0,1.0,0.0001,3.0,89.0,23.0,1.6882,3.764,0.187,1.596,1.37126604275,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,1.0,0.0001,467.0,655.0,467.0,655.0,6.4628802072e-06,1,1.0,0.0001,1e-05,1e-05,1e-05,1e-05,0.0204705882353,0.4925,0.75,0.189619244541,spam,marketer
0.0001,0.0001,0.0001,6.0,0.0001,201.0,0.0001,0.0001,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0119047619048,0.0001,0.0001,0.0001,0.0001,2.0,194.0,30.0,2.0,1.0,0.0001,3.0,89.0,23.0,1.2222,4.046,0.0001,0.282,1.52072093429,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,1.0,0.0001,467.0,655.0,467.0,655.0,6.4628802072e-06,1,1.0,0.0001,1e-05,1e-05,1e-05,1e-05,0.0204705882353,0.4925,0.75,0.189619244541,spam,marketer
0.0001,0.0001,0.0001,6.0,0.0001,146.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0119047619048,0.0001,0.0001,0.0001,0.0001,2.0,194.0,30.0,2.0,1.0,0.0001,3.0,89.0,23.0,1.7024,3.764,0.0001,1.771,1.42519172044,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,1.0,0.0001,467.0,655.0,467.0,655.0,6.4628802072e-06,1,1.0,0.0001,1e-05,1e-05,1e-05,1e-05,0.0204705882353,0.4925,0.75,0.189619244541,spam,marketer
0.0001,0.0001,0.0001,6.0,0.0001,38.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0119047619048,0.0001,0.0001,0.0001,0.0001,2.0,194.0,30.0,2.0,1.0,0.0001,3.0,89.0,23.0,1.3876,4.046,0.0001,0.282,1.59551679402,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,1.0,0.0001,467.0,655.0,467.0,655.0,6.4628802072e-06,1,1.0,0.0001,1e-05,1e-05,1e-05,1e-05,0.0204705882353,0.4925,0.75,0.189619244541,spam,marketer
1.0,0.0001,0.0001,2.0,0.0001,36.0,1.0,5.0,11.0,11.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,10.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1,1.0,0.0001,0.717235561528,1e-05,1e-05,0.717235561528,0.23975,0.761666666667,0.75,0.446741862857,spam,pollution
1.0,0.0001,0.0001,1.0,0.0001,3.356,0.0001,0.0001,5.0,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,9.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,-0.378699475877,1e-05,1e-05,-0.378699475877,0.0262857142857,1e-05,1e-05,-0.0974633012272,spam,badmouthing
0.0001,0.0001,0.0001,1.0,0.0001,962.0,0.0001,0.0001,49.0,40.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,14.0,4.0,0.0001,0.0001,0.0001,0.0001,37.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,-0.97645296579,1e-05,1e-05,-0.97645296579,-0.00216129032258,1e-05,-0.6,-0.356707651378,spam,badmouthing
1.0,0.0001,0.0001,1.0,0.0001,1.442,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11.0,1.0,0.0001,0.0001,1.0,8.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,-0.00533333333333,-0.9025,1e-05,-0.123168203867,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,1.03,0.0001,0.0001,6.0,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,20.0,2.0,0.0001,0.0001,2.0,22.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,0.0117272727273,1e-05,0.666666666667,0.108285422373,spam,badmouthing
0.0001,0.0001,0.0001,1.0,0.0001,3.654,1.0,4.0,5.0,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,546.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11.0,1.0,0.0001,0.0001,1.0,18.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,-0.65969636918,1e-05,1e-05,-0.65969636918,0.0441666666667,1e-05,0.666666666667,-0.0632829424683,spam,pollution
0.0001,0.0001,0.0001,3.0,0.0001,97.0,29.0,5.0,15.0,15.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.666666666667,0.0833333333333,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1,1.0,0.0001,1e-05,1e-05,1e-05,1e-05,0.0245,1e-05,-0.75,-0.116776286124,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,8.294,4.0,5.0,30.0,15.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,16.0,2.0,1.0,0.0001,3.0,24.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,0.0654375,0.430833333333,0.666666666667,0.173930932739,spam,pollution
4.0,0.0001,0.0001,1.0,0.0001,10.021,4.0,5.0,68.0,56.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,-0.250064247409,1e-05,1e-05,-0.250064247409,1e-05,1e-05,1e-05,-0.0666803824306,spam,pollution
1.0,0.0001,0.0001,2.0,0.0001,350.0,14.0,1.0,33.0,0.0001,0.0333333333333,0.0333333333333,0.0333333333333,0.0333333333333,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11.0,0.0001,0.0001,0.0001,0.0001,0.0001,14.0,1.0,0.804,0.804,0.804,0.804,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1,1.0,0.0001,1e-05,1e-05,1e-05,1e-05,0.00985714285714,0.5225,-0.666666666667,-0.0345019373604,spam,badmouthing
0.0001,0.0001,0.0001,1.0,0.0001,2.273,0.0001,0.0001,5.0,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4.0,15.0,1.0,1.0,0.0001,2.0,42.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,0.0507741935484,0.51625,0.75,0.196897529901,spam,pollution
0.0001,0.0001,0.0001,2.0,0.0001,962.0,0.0001,0.0001,49.0,40.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,128.0,14.0,0.0001,0.0001,0.0001,0.0001,245.0,16.0,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1,1.0,0.0001,-0.750964923303,1e-05,1.0,-0.750964923303,0.0388743961353,0.326833333333,-0.571428571429,-0.113249115015,spam,badmouthing
0.0001,0.0001,0.0001,1.0,0.0001,91.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,10.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,-0.315737820682,1e-05,1e-05,-0.315737820682,0.020125,0.2375,1e-05,-0.0492740888927,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,9.07,27.0,3.0,38.0,23.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,5.0,0.0001,0.0001,0.0001,0.0001,36.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,-1.0,1e-05,0.0170666666667,-0.24125,-0.833333333333,-0.29276415249,spam,badmouthing
0.0001,0.0001,0.0001,1.0,0.0001,3.278,7.0,4.0,33.0,24.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,37.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,0.764619565612,1e-05,1e-05,0.764619565612,0.118464285714,0.641,1e-05,0.306716383159,spam,badmouthing
2.0,0.0001,0.0001,2.0,0.0001,2.427,1.0,2.0,3.0,2.0,0.0555555555556,0.0555555555556,0.0555555555556,0.0555555555556,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,1.0,0.0001,0.0001,0.0001,0.0001,34.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1,1.0,0.0001,0.379855333069,1e-05,1e-05,0.379855333069,0.0191904761905,0.3,-0.75,0.0245077206959,spam,pollution
1.0,0.0001,0.0001,1.0,0.0001,1.023,0.0001,0.0001,5.0,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,2.0,0.0001,0.0001,0.0001,0.0001,38.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,0.0365,0.3675,0.666666666667,0.161464678554,spam,badmouthing
0.0001,0.0001,0.0001,1.0,0.0001,2.097,4.0,4.0,5.0,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,17.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,0.535882827218,1e-05,1e-05,0.535882827218,0.111666666667,0.1375,0.666666666667,0.283212453005,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,43.072,108.0,2.0,274.0,136.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,10.0,1.0,1.0,0.0001,2.0,11.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,-0.673581934951,1e-05,1e-05,-0.673581934951,0.07975,1e-05,1e-05,-0.168938993107,spam,pollution
1.0,0.0001,0.0001,1.0,0.0001,4.958,2.0,4.0,19.0,17.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,40.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1.0,1e-05,0.0971481481481,0.16375,1e-05,0.164140242005,spam,marketer
0.0001,0.0001,0.0001,1.0,0.0001,893.0,2.0,3.0,16.0,8.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,-0.750447254387,1e-05,1e-05,-0.750447254387,-0.1028,1e-05,-0.75,-0.333922991998,spam,pollution
0.0001,0.0001,3.0,1.0,0.0001,25.0,0.0001,0.0001,3.0,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,1.0,0.0001,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,0.154,1e-05,1e-05,0.0206111908178,spam,marketer
0.0001,0.0001,0.0001,1.0,0.0001,2.405,5.0,5.0,11.0,8.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,10.0,1.0,0.0001,0.0001,1.0,13.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,0.0161,0.1375,1e-05,0.0208112932978,spam,marketer
0.0001,0.0001,0.0001,1.0,0.0001,2.079,2.0,1.0,15.0,15.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,1.0,0.0001,11.0,0.0001,11.0,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,0.0625,1e-05,1e-05,0.00836493133839,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,2.256,0.0001,0.0001,2.0,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,2.0,0.0001,10.0,0.0001,5.0,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,0.291808113446,1e-05,1e-05,0.291808113446,1e-05,1e-05,1e-05,0.0778115096522,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,9.421,3.0,2.0,9.0,7.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,142.0,18.0,2.0,0.0001,0.0001,2.0,62.0,22.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,0.980853835729,1e-05,1e-05,0.980853835729,0.0368043478261,0.301071428571,1e-05,0.307323911688,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,2.098,0.0001,0.0001,5.0,5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,spam,pollution
0.0001,0.0001,0.0001,1.0,0.0001,1.193,1.0,1.0,14.0,7.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,32.0,0.0001,0.0001,0.0001,0.0001,0.0001,148.0,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,0.908899369558,1e-05,-1.0,0.908899369558,0.0229047619048,0.253333333333,-0.571428571429,0.0594088628201,spam,badmouthing
0.0001,0.0001,0.0001,1.0,0.0001,14.0,0.0001,0.0001,1.0,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,1.0,17.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.4628802072e-06,1.0,-1.0,-1.0,1e-05,1e-05,1e-05,1e-05,0.1002,0.385,0.75,0.185704160689,spam,pollution
